"id","city","job_title","job_category1","job_category2","job_category3","job_industry1","job_industry2","job_industry3","salary_minimum","salary_maximum","num_vacancies","career_level","experience_years","post_date","views","job_description","job_requirements","payment_period","currency"
"18fbc552","alexandria","Executive Secretary","Administration","Business","Research","Import and Export","Logistics and Supply Chain","Chemicals/Petro-Chemicals","800","1500","1","Entry Level","0 , 1 or 2","2014-01-09 12:01:34","1733","<ul>
<li>Energetic</li>
<li>high command of english lang. and internet applications</li>
<li>great communication skill</li>
<li>Supervising the general daily responsibilities&nbsp;</li>
<li>Administrating correspondence - reading , studying and replying mails</li>
</ul>","NULL","Per Month","Egyptian Pound"
"9e6fb7fc","cairo","Sales & Marketing Specialist","Sales_Retail_Business Development","Customer Service/Support","Marketing","Medical Devices and Supplies","Outsourcing/Offshoring","Telecommunications Services","2000","2700","15","Entry Level","0-2","2014-01-09 12:01:59","2383","<br /><br /><strong><span style=""text-decoration: underline;"">Responsibilities:</span></strong>
<p>- Making outbound calls (Sales &amp; follow up) to Dentists &amp; Scan centers in the US.<br />- Managing and increasing the revenue of number of existing clients.<br />- Tasking &amp; Time Management.<br />- Contacting/follow up on third party providers.<br />- Conducting online presentations.<br />- Over looking production process of services provided by the company.<br />- Performs other duties as assigned by management.<br /><br /><span style=""text-decoration: underline;""><strong>Requirements:</strong></span><br />- Fluent English with Native accent.<br />- Graduates with University degree.<br />- Excellent communication, problem solving Skills, Work under pressure, Multitasking &amp; Punctual.<br />- Flexible with shift basis 8:30 working hours and 2 days off.<br />- Egyptian Nationality<br />- Military Service status: Finished or Exempted</p>
<p><strong><span style=""text-decoration: underline;"">Competitive Package:</span></strong><br /> - Monthly Salary: 2.2k Net + Commission AVG $20 per sale+ Profit share every quarter after<br /> the probation period (3months)<br /> After Probation salary is 2.700 LE + the previous benefits<br /> - Social and medical insurance.</p>
<p><strong><span style=""text-decoration: underline;"">Work conditions:</span></strong> <br /> - Work Place: New Maadi<br /> - Work Hours: 8:30 working hours and 2 days off rotational.<br /> For Males: 1st shift starts at 2:30 PM and the last shift ends at 03:00 AM<br /> For Females: 1st shift starts at 2:30 PM and last shift ends at 11 PM</p>
<p><br /><br /><br /></p>","NULL","Per Month","Egyptian Pound"
"9e6fb7fc","maadi","Sales & Marketing Specialist","Sales_Retail_Business Development","Customer Service/Support","Marketing","Medical Devices and Supplies","Outsourcing/Offshoring","Telecommunications Services","2000","2700","15","Entry Level","0-2","2014-01-09 12:01:59","2383","<br /><br /><strong><span style=""text-decoration: underline;"">Responsibilities:</span></strong>
<p>- Making outbound calls (Sales &amp; follow up) to Dentists &amp; Scan centers in the US.<br />- Managing and increasing the revenue of number of existing clients.<br />- Tasking &amp; Time Management.<br />- Contacting/follow up on third party providers.<br />- Conducting online presentations.<br />- Over looking production process of services provided by the company.<br />- Performs other duties as assigned by management.<br /><br /><span style=""text-decoration: underline;""><strong>Requirements:</strong></span><br />- Fluent English with Native accent.<br />- Graduates with University degree.<br />- Excellent communication, problem solving Skills, Work under pressure, Multitasking &amp; Punctual.<br />- Flexible with shift basis 8:30 working hours and 2 days off.<br />- Egyptian Nationality<br />- Military Service status: Finished or Exempted</p>
<p><strong><span style=""text-decoration: underline;"">Competitive Package:</span></strong><br /> - Monthly Salary: 2.2k Net + Commission AVG $20 per sale+ Profit share every quarter after<br /> the probation period (3months)<br /> After Probation salary is 2.700 LE + the previous benefits<br /> - Social and medical insurance.</p>
<p><strong><span style=""text-decoration: underline;"">Work conditions:</span></strong> <br /> - Work Place: New Maadi<br /> - Work Hours: 8:30 working hours and 2 days off rotational.<br /> For Males: 1st shift starts at 2:30 PM and the last shift ends at 03:00 AM<br /> For Females: 1st shift starts at 2:30 PM and last shift ends at 11 PM</p>
<p><br /><br /><br /></p>","NULL","Per Month","Egyptian Pound"
"55336459","giza","Sales Executive","Sales_Retail_Business Development","Engineering","Select","Construction - Industrial Facilities and Infrastructure","Manufacturing","Engineering - Mechanical or Industrial","1500","2000","8","Entry Level","1-2","2014-01-09 14:01:25","1820","<strong>Job Duties will include, but are not limited to the following:</strong><br /><br />&bull; Generate sales opportunities by identifying appropriate business targets.<br />&bull; Achieve sales target with specified gross margin contribution.<br />&bull; Identify resale opportunities, and support them to achieve sales plans.<br />&bull; Direct the overall sales operations in assigned area of responsibility<br />&bull; Negotiating and closing sales by agreeing on terms and conditions.<br />&bull; Maintaining and developing long-term relationships with potential clients<br />&bull; Handling difficult customers and their complaints and ensure that every customer of the division is a satisfied customer by having a good customer relations.<br /><br /><span class=""userContent""><span class=""text_exposed_show""><br /> Language: Excellent command in both written and spoken English (is a must)<br /> <br /> Computer Skills: Very good user of Microsoft Office<br /> <br /> <strong>Qualifications:<br /></strong><br /> &bull; Excellent communication skills especially presentation skills<br /> &bull; Ability to learn new tasks quickly<br /> &bull; Self motivated<br /> &bull; Creative thinking<br /> &bull; Ability to work under pressure<br /> &bull; Ability to work individually or as an active team member<br /> &bull; Presentable<br /> &bull; Able to build excellent relations with others quickly </span></span>","NULL","Per Month","Egyptian Pound"
"483654e1","alexandria","Electrical / Generator Engineer","Engineering","Select","Select","Engineering - Mechanical or Industrial","Select","Select","3500","5000","3","Experienced (Non-Manager)","2-5","2014-01-09 14:01:11","1670","<p><br />- Bachelor&nbsp;of Engineering ( Eletrical power section ).<br /><br />- Relevant work experience 3 to 5 years experience in preventive and Corrective Maintenance for Diesel generators from 15KW to 70 KW preferably in Perkins , Duetz , Cummins.<br /><br />- Residence Alex.<br />&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"836a8744","mansoura","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","tanta","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","kfs","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","damanhour","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","giza","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","tanta","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","banha","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"836a8744","fakos","Telecom Engineer","Engineering","Select","Select","Telecommunications Services","Select","Select","3500","5000","40","Experienced (Non-Manager)","1-3","2014-01-09 15:01:37","2353","<br />-Bachelor of Communication Engineering.<br /> -From 1 to&nbsp;3 years of experience in GSM field. <br />-Experience in Huawei,Ericsson and alcatuel equipments<br />-Responsible for the maintenance of network and/or switch maintenance to ensure optimum network operation and stability.<br />-Residence&nbsp; (Mansoura , Tanta , KFS , Damanhour , Zagazig , Damita, Banha &amp; Fakos)","NULL","Per Month","Egyptian Pound"
"3ff4949a","cairo","Project Coordinator","Project_Program Management","Administration","Select","Advertising and PR Services","Select","Select","2000","5000","1","Experienced (Non-Manager)","3+","2014-01-11 15:21:27","1954","Account Executive is needed in elements productions and publishing - Cairo, Egypt
<p>Qualifications:</p>
<p>- (3) years of experience in a similar position<br />- Good knowledge of agency operations, print and production requirements<br />- Presentable Appearance<br />- Excellent communication skills<br />- Excellent knowledge of MS Office applications<br />- Excellent command of the English and Arabic languages<br />- References &amp; Documentation</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"f4a8473f","cairo","Researcher","Research","Medical","Select","Market Research","Select","Select","2000","3000","40","Entry Level","1","2014-01-12 13:50:35","1731","<strong>شركة بالقاهرة تعمل فى مجال الابحاث الطبية و التسويقية</strong><br /><strong>تطلب للعمل لمدة محدده</strong><br /><strong>خريجى كليات طب بشرى - صيدله - بيطرى - علوم</strong><br /><strong>بمناطق</strong><br /><strong>القاهرة الكبرى- الاسكندرية- الشرقية &ndash; الدقهلية - الغربية -المنيا - اسيوط - سوهاج</strong><br /><strong>لعمل مقابلات (استطلاعات رأي) مع الاطباء فى مجالات مختلفه</strong><br /><strong>بدخل شهرى 2000- 3000 جنيه</strong><br /><strong>فى حالة عمل 3 زيارات فقط يومياً</strong>
<p><strong>يتم تدريب المتقدم للعمل بكورسات متخصصة في طبيعة العمل و الحصول على شهادة من الشركة بذلك.</strong><br /><strong>كما تطلب طلبه نفس الكليات في السنوات النهائية للتدريب فى نفس المجال مع وجود مكافآت على عدد الزيارت</strong></p>","NULL","Per Month","Egyptian Pound"
"f4a8473f","alexandria","Researcher","Research","Medical","Select","Market Research","Select","Select","2000","3000","40","Entry Level","1","2014-01-12 13:50:35","1731","<strong>شركة بالقاهرة تعمل فى مجال الابحاث الطبية و التسويقية</strong><br /><strong>تطلب للعمل لمدة محدده</strong><br /><strong>خريجى كليات طب بشرى - صيدله - بيطرى - علوم</strong><br /><strong>بمناطق</strong><br /><strong>القاهرة الكبرى- الاسكندرية- الشرقية &ndash; الدقهلية - الغربية -المنيا - اسيوط - سوهاج</strong><br /><strong>لعمل مقابلات (استطلاعات رأي) مع الاطباء فى مجالات مختلفه</strong><br /><strong>بدخل شهرى 2000- 3000 جنيه</strong><br /><strong>فى حالة عمل 3 زيارات فقط يومياً</strong>
<p><strong>يتم تدريب المتقدم للعمل بكورسات متخصصة في طبيعة العمل و الحصول على شهادة من الشركة بذلك.</strong><br /><strong>كما تطلب طلبه نفس الكليات في السنوات النهائية للتدريب فى نفس المجال مع وجود مكافآت على عدد الزيارت</strong></p>","NULL","Per Month","Egyptian Pound"
"f4a8473f","delta","Researcher","Research","Medical","Select","Market Research","Select","Select","2000","3000","40","Entry Level","1","2014-01-12 13:50:35","1731","<strong>شركة بالقاهرة تعمل فى مجال الابحاث الطبية و التسويقية</strong><br /><strong>تطلب للعمل لمدة محدده</strong><br /><strong>خريجى كليات طب بشرى - صيدله - بيطرى - علوم</strong><br /><strong>بمناطق</strong><br /><strong>القاهرة الكبرى- الاسكندرية- الشرقية &ndash; الدقهلية - الغربية -المنيا - اسيوط - سوهاج</strong><br /><strong>لعمل مقابلات (استطلاعات رأي) مع الاطباء فى مجالات مختلفه</strong><br /><strong>بدخل شهرى 2000- 3000 جنيه</strong><br /><strong>فى حالة عمل 3 زيارات فقط يومياً</strong>
<p><strong>يتم تدريب المتقدم للعمل بكورسات متخصصة في طبيعة العمل و الحصول على شهادة من الشركة بذلك.</strong><br /><strong>كما تطلب طلبه نفس الكليات في السنوات النهائية للتدريب فى نفس المجال مع وجود مكافآت على عدد الزيارت</strong></p>","NULL","Per Month","Egyptian Pound"
"f4a8473f","obour","Researcher","Research","Medical","Select","Market Research","Select","Select","2000","3000","40","Entry Level","1","2014-01-12 13:50:35","1731","<strong>شركة بالقاهرة تعمل فى مجال الابحاث الطبية و التسويقية</strong><br /><strong>تطلب للعمل لمدة محدده</strong><br /><strong>خريجى كليات طب بشرى - صيدله - بيطرى - علوم</strong><br /><strong>بمناطق</strong><br /><strong>القاهرة الكبرى- الاسكندرية- الشرقية &ndash; الدقهلية - الغربية -المنيا - اسيوط - سوهاج</strong><br /><strong>لعمل مقابلات (استطلاعات رأي) مع الاطباء فى مجالات مختلفه</strong><br /><strong>بدخل شهرى 2000- 3000 جنيه</strong><br /><strong>فى حالة عمل 3 زيارات فقط يومياً</strong>
<p><strong>يتم تدريب المتقدم للعمل بكورسات متخصصة في طبيعة العمل و الحصول على شهادة من الشركة بذلك.</strong><br /><strong>كما تطلب طلبه نفس الكليات في السنوات النهائية للتدريب فى نفس المجال مع وجود مكافآت على عدد الزيارت</strong></p>","NULL","Per Month","Egyptian Pound"
"f4a8473f","egypt","Researcher","Research","Medical","Select","Market Research","Select","Select","2000","3000","40","Entry Level","1","2014-01-12 13:50:35","1731","<strong>شركة بالقاهرة تعمل فى مجال الابحاث الطبية و التسويقية</strong><br /><strong>تطلب للعمل لمدة محدده</strong><br /><strong>خريجى كليات طب بشرى - صيدله - بيطرى - علوم</strong><br /><strong>بمناطق</strong><br /><strong>القاهرة الكبرى- الاسكندرية- الشرقية &ndash; الدقهلية - الغربية -المنيا - اسيوط - سوهاج</strong><br /><strong>لعمل مقابلات (استطلاعات رأي) مع الاطباء فى مجالات مختلفه</strong><br /><strong>بدخل شهرى 2000- 3000 جنيه</strong><br /><strong>فى حالة عمل 3 زيارات فقط يومياً</strong>
<p><strong>يتم تدريب المتقدم للعمل بكورسات متخصصة في طبيعة العمل و الحصول على شهادة من الشركة بذلك.</strong><br /><strong>كما تطلب طلبه نفس الكليات في السنوات النهائية للتدريب فى نفس المجال مع وجود مكافآت على عدد الزيارت</strong></p>","NULL","Per Month","Egyptian Pound"
"c8b054c7","cairo","Software Engineer","IT_Software Development","Select","Select","Computer Software","Select","Select","2000","3000","1","Experienced (Non-Manager)","1-2","2014-01-09 18:01:36","1642","ATSI is seeking a .NET Developer (1 or 2 years of experience), plus all the relevant skills including an expert knowledge of C#.NET.<br /><br />&sect; Microsoft C#.NET
<p>&sect; Reporting Tools (Crystal Reports, .NET Reporting)</p>
<p>&sect; MySQL, MS-SQL</p>
<p>&sect; Microsoft Windows Server</p>
<p>&sect; Computer Science OR BA</p>
<p>&sect; JavaScript, Ajax, JQuery Knowledge of OOP Concepts<br /><br />&sect; WCF</p>
<p>We are looking for an enthusiastic &amp; communicative team member with a positive attitude; dedication and willingness to work hard often under high production pressure.</p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"3ec8762","cairo","Call Center Agent","Customer Service_Support","Select","Select","Consumer Services","Select","Select","1100","1200","80","Entry Level","0","2014-01-09 19:01:00","2605","New hiring opportunities in a multinational company as a CALL CENTER AGENT &ldquo;SAUDI ACCOUNT""
<p><strong>JOB DESCRIPTION:</strong><br /><br />-Handle Customers inquires and complaints.<br />-Ensure customer delight and satisfaction.......<br />-Log customer details on the CRM.<br />-Provide customer with accurate information and right solutions.<br />-Performs other duties as assigned by management</p>
<p><strong>REQUIREMENTS:</strong><br /><br />1) Graduates Only<br />2) Good English<br />3) Very Good communication &amp; problem solving Skills<br />4) Flexible with shift basis<br />5) Egyptian Nationality<br />6) Work in Maadi<br /><br /></p>
<p>&nbsp;</p>","NULL","Per Month","Egyptian Pound"
"8578f5cc","cairo","Head Of Field Marketing","Marketing","Select","Select","Electronics, Components, and Semiconductor Mfg","Marketing and Advertising","Select","6000","8000","1","Manager","3-6","2014-01-10 13:01:03","2342","-Analyze the Market competition according to the market feedback coming up from the field team presenting it in a standardized modules attached with actionable recommendations.<br />Support in products launch plans and campaigns locating in the market as per only 2Ps (Place-Promotions).<br /><br />-Having the market channels analyzed in standardized criteria which lead to appropriate marketing expenses channeling and Department/ company trade overall strategy.<br /><br />-Recommend sell through strategies and policies as per market exchangeable trends and views.<br /><br />-The full responsibility of marketing campaign execution in the field from starting to end attached with its reflection on the business and further recommendations.<br /><br />-Run and supervise the push strategy tactics execution approved from the CMM.<br /><br />-In close collaboration with the team, plan and execute market development events that have high impact in terms of ROI . Travel to and lead events as necessary.<br /><br />-Run and evaluate the entire team tasks assigned and outputs received.
<p>-Analyze the Market competition according to the market feedback coming up from the field team presenting it in a standardized modules attached with actionable recommendations.<br />-Support in products launch plans and campaigns locating in the market as per only 2Ps (Place-Promotions).<br /><br />-Having the market channels analyzed in standardized criteria which lead to appropriate marketing <br />expenses channeling and Department/ company trade overall strategy.<br /><br />-Recommend sell through strategies and policies as per market exchangeable trends and views.<br />-The full responsibility of marketing campaign execution in the field from starting to end attached with its reflection on the business and further recommendations.<br /><br />-Run and supervise the push strategy tactics execution approved from the CMM.<br /><br />-Provide a high level of strategic analysis and planning to build a sales wide change adoption strategy and be accountable for the project management and execution of subsequent plans in support of change adoption strategy.<br /><br /></p>","","Per Month","Egyptian Pound"
"4e242669","cairo","Production Manager","Quality Assurance_Quality Control","Engineering","Marketing","Electronics, Components, and Semiconductor Mfg","Marketing and Advertising","Select","3500","4000","1","Manager","3-6","2014-01-10 14:01:25","2092","<strong><strong>The production manager is responsible for directing all tasks and staff involved in producing All Production items. This includes overseeing the production aspects of all BTL materials.<br /></strong></strong>
<ul>
<li>Overseeing the production process, drawing up a production schedule.</li>
</ul>
<ul>
<li>Ensure planned KPI&rsquo;s of efficiency and performance are met or exceeded.</li>
</ul>
<ul>
<li>&nbsp;Ensuring that the production is cost effective.</li>
</ul>
<ul>
<li>Monitoring the production processes and adjusting schedules as needed.</li>
</ul>
<ul>
<li>Monitoring product standards and implementing quality-control programs.</li>
</ul>
<ul>
<li>&nbsp;Implement and drive continuous improvement activities through implementation of change management process and best practices.</li>
</ul>
<ul>
<li>Coordinate, set up and implement standard operating procedure for all production operations.</li>
</ul>
<ul>
<li>Estimating costs and setting the quality standards.</li>
</ul>","","Per Month","Egyptian Pound"
"1ee9b7da","cairo","Sales Manager - Engineering","IT_Software Development","Sales/Retail/Business Development","Select","Information Technology Services","Computer Networking","Computer/IT Services","5000","8000","1","Manager","5+","2014-01-13 10:01:08","1299","<span style=""text-decoration: underline;""><strong>Sales Manager (Network &amp; Security Solutions):<br /></strong></span><br />We are adding a Sales Manager to our sales team. This position will be responsible for driving the sales process from discovery to close, mentoring junior/senior members of the sales team as well as telesales team, and contributing to overall advancement of corporate sales goals.<br />The right candidate will be an energetic person with passion and innate drive to excel at any task. He/she will have 5+ years of sales experience that includes Networking and security. As is typical with start-ups, this role goes beyond a traditional function &ndash; the person must have the ability to act independently, operate proactively and have a passion/appreciation for the vision and mission of the company. <br /><br /><br />The role includes the following:<br /><br /><span style=""text-decoration: underline;""><strong>Sales Activities:</strong></span>
<ul>
<li>Aggressively hunts for new sales opportunities and follows up professionally on leads.</li>
<li>Execute a sales process from discovery, solution, pricing, negotiation, and closing.</li>
<li>Performs sales activities on major accounts and negotiates sales price and discounts.</li>
<li>Establishing, maintaining and expanding customer base.</li>
<li>Servicing the needs of existing customers.</li>
<li>Increasing business opportunities through various routes to market</li>
<li>Collecting customer feedback and market research</li>
<li>Keeping up to date with products and competitors</li>
<li>Searching for new clients who might benefit from company products or services.</li>
<li>Present and sell company products and services to current and potential clients.</li>
<li>Prepare presentations, proposals and sales contracts.</li>
<li>Identify and resolve client concerns.</li>
<li>Developing and growing long-term relationships with customers.</li>
<li>Meeting regular sales targets and quotas.</li>
</ul>
<p><span style=""text-decoration: underline;""><strong>Management Activities:</strong></span></p>
<ul>
<li>Supervising sales/telesales staff.</li>
<li>Reviews progress of sales roles throughout the company</li>
<li>Develops specific plans to ensure revenue growth in all company&rsquo;s products.</li>
<li>Provides quarterly results assessments of sales staff&rsquo;s productivity.</li>
<li>Formulates all sales policies, practices and procedures.</li>
<li>Develop sales strategies to improve market share in all product lines.</li>
<li>Holds regular meeting with sales/telesales staff.</li>
<li>Define/drive improvements to the sales process</li>
<li>Collaborate with business development, marketing, product management and engineering to facilitate new programs, campaigns, and offerings.</li>
<li>Determines annual and gross-profit plans by forecasting and developing annual sales quotas; projecting expected sales volume and profit for existing and new products; analyzing trends and results; establishing pricing strategies; recommending selling prices; monitoring costs, competition, supply, and demand.</li>
<li>Implements sales programs by developing field sales action plans</li>
<li>Maintains sales volume, product mix, and selling price by keeping current with supply and demand, changing trends, economic indicators, and competitors.</li>
<li>Maintains professional and technical knowledge by attending educational workshops; reviewing professional publications; establishing personal networks; participating in professional societies.</li>
<li>Improves product marketability and profitability by researching, identifying, and capitalizing on market opportunities.</li>
</ul>
<p><br /><span style=""text-decoration: underline;""><strong>Skills / Qualifications:</strong></span></p>
<ul>
<li>5+ years of Network and Security sales experience</li>
<li>Fluent in English speaking and writing</li>
<li>Proven track record of selling network and security products/solutions</li>
<li>Strategic thinking, solid business judgment, strong positioning and excellent presentation skills</li>
<li>Ability to work in a collaborative and dynamic start-up environment</li>
<li>Must have a car</li>
</ul>","NULL","Per Month","Egyptian Pound"
"efbf050f","nasr","Senior PHP Developer","IT_Software Development","Select","Select","Computer/IT Services","Select","Select","3500","5000","2","Experienced (Non-Manager)","3+","2014-01-12 10:57:01","1119","Are your PHP skills legendary? We're looking for you!
<p>What you should have:<br /><br />- Super Solid foundation of Web Development Technologies and Concepts (HTML5/CSS3/jQuery)<br />- Strong PHP Working Experience<br />- 3+ years Working Experience<br />- PHP frameworks: Cakephp, Laravel, Design Patterns<br />- Relational databases: MySQL, PostgreSQL, MongoDB ... etc.<br />- Confident working with XML, JSON ... etc<br />- WordPress Experience is a huge plus</p>","NULL","Per Month","Egyptian Pound"
"efbf050f","cairo","Senior PHP Developer","IT_Software Development","Select","Select","Computer/IT Services","Select","Select","3500","5000","2","Experienced (Non-Manager)","3+","2014-01-12 10:57:01","1119","Are your PHP skills legendary? We're looking for you!
<p>What you should have:<br /><br />- Super Solid foundation of Web Development Technologies and Concepts (HTML5/CSS3/jQuery)<br />- Strong PHP Working Experience<br />- 3+ years Working Experience<br />- PHP frameworks: Cakephp, Laravel, Design Patterns<br />- Relational databases: MySQL, PostgreSQL, MongoDB ... etc.<br />- Confident working with XML, JSON ... etc<br />- WordPress Experience is a huge plus</p>","NULL","Per Month","Egyptian Pound"
"a59b8cd6","cairo","Call Center Agent","Customer Service_Support","Select","Select","Telecommunications Services","Select","Select","800","2000","3","Entry Level","0-2","2014-01-11 00:01:05","3012","<p>-Handle Customers inquires and complaints.<br />-Ensure customer delight and satisfaction<br />-Provide customer with accurate information and right solutions.<br />-Performs other duties as assigned by management</p>
<p><br /><strong>REQUIREMENTS:</strong><br /><br />1) Graduates Only<br />2) Good English<br />3) Very Good communication &amp; problem solving Skills<br /><br /><br /><br /></p>","NULL","Per Month","Egyptian Pound"
"e8532ddd","cairo","D Graphic Designer","Creative_Design","Select","Select","Electronics, Components, and Semiconductor Mfg","Select","Select","3000","3500","1","Experienced (Non-Manager)","2-4","2014-01-11 01:01:07","2242","<ul>
<li>Responsible for creating all types of designs like magazine Ads., brochures, flyers, logos. Ability to create designs concepts and layouts . Extensive knowledge of design techniques, tools, and principles involved in production of precision technical plans, drawings, and models.</li>
</ul>","","Per Month","Egyptian Pound"
"f5561d65","cairo","D Graphic Designer","Creative_Design","Select","Select","Electronics, Components, and Semiconductor Mfg","Marketing and Advertising","Select","3000","3500","1","Experienced (Non-Manager)","2-4","2014-01-11 01:01:30","1607","<ul>
<li>Responsible for creating all types of designs like Booths, Stands, Planograms, 3D visuals. Extensive knowledge of design techniques, tools, and principles involved in production of precision technical plans, drawings, and models.</li>
</ul>","","Per Month","Egyptian Pound"
"3e0acec0","cairo","Senior Graphic Designer","Creative_Design","Select","Select","Electronics, Components, and Semiconductor Mfg","Select","Select","4000","5000","1","Experienced (Non-Manager)","3-6","2014-01-11 01:01:01","2181","<br />
<ul>
<li>Creating art works for all kinds of events, exhibitions, road shows, promotions, company outlets, business and relationship agreements.</li>
<li>Review final layouts and suggest improvements as needed. Plan's concept by studying information and materials. Illustrates the concept by designing the rough layout of art and copy regarding an arrangement, size, type size and style, and related aesthetic concepts. Obtains approval of concept by submitting a rough layout for approval.</li>
<li>Develop an advertising campaign's concept.</li>
<li>Follow brands guidelines.</li>
<li>Develop competitive creative art works.</li>
</ul>","","Per Month","Egyptian Pound"
"b89ebc6e","cairo","Marketing Specialist","Marketing","Select","Select","Electronics, Components, and Semiconductor Mfg","Marketing and Advertising","Select","2500","3000","1","Experienced (Non-Manager)","1-3","2014-01-11 01:01:25","3156","<ul>
<li>Plan, organize and control all activation and production tools/services needs in the channel to ensure that they are produced efficiently, on time, within budget and to standard, key person between channel departments.</li>
</ul>
<ul>
<li>Implement and control the production schedule.</li>
<li>Review and adjust the schedule where needed.</li>
<li>Determine the human resources/materials/operation required.</li>
<li>Manage the material resources required to meet production/activation target.</li>
<li>Make decisions about equipment use and maintenance modification.</li>
<li>Manage procurement process.</li>
<li>Work out and implement standard operating producers for production operations and ensure a highest standard level.</li>
<li>Manage suppliers and purchase channel needed.</li>
<li>Manage warehouse operation.</li>
<li>Prepare and maintain production reports.<br /><br /><br /><br />.<br /><br /><br /><br /><br /></li>
</ul>","NULL","Per Month","Egyptian Pound"
